attributes.Good For.latenight,attributes.Parking.lot,business_id,categories,name,attributes.Price Range,review_count,state,full_address,city,stars,latitude,longitude,neighborhoods
FALSE,,SMj1ftwAchnNfGle-IuNqQ,"['Pizza', 'Restaurants']",Papa John's Pizza,2,9,AZ,"4645 E Broadway Rd
Ste 105
Phoenix, AZ 85040",Phoenix,3.5,33.4069946,-111.98087,[]
FALSE,FALSE,SMMG0t2uJCK2LVdMiXv68w,"['Pizza', 'Restaurants']",Grampa's Pizzeria,2,166,WI,"1374 Willamson St
Williamson - Marquette
Madison, WI 53703",Madison,4.5,43.085616,-89.361521,['Williamson - Marquette']
FALSE,TRUE,SMMIxpqCQAFVj_S2tsPn6A,"['Seafood', 'Restaurants']",Mayflower Seafood Restaurant,2,33,NC,"8480 Pit Stop Ct
Concord, NC 28027",Concord,2.5,35.375107,-80.7242072,[]
FALSE,TRUE,sMO71vGV8wkKujOle3-v7g,"['Barbeque', 'Restaurants']",Famous Dave's,2,173,AZ,"16148 N 83rd Ave
Peoria, AZ 85382",Peoria,4,33.633666,-112.235047,[]
FALSE,TRUE,smoGuW2a2Nume83mB3JJSw,"['Steakhouses', 'Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']",Applebee's,2,55,NV,"820 E Warm Springs Rd
Southeast
Las Vegas, NV 89119",Las Vegas,2.5,36.057545,-115.1450717,['Southeast']
FALSE,FALSE,SMpL3z4FLF07bRA6-y22JQ,"['Thai', 'Restaurants']",Malee's Thai Bistro,2,548,AZ,"7131 E Main St
Scottsdale, AZ 85251",Scottsdale,4,33.4929046,-111.9277492,[]
FALSE,,SMQb2VoExY5NPqHXN7fQUA,"['Fast Food', 'American (New)', 'Restaurants']",Jack-In-the Box,1,7,AZ,"13820 W Glendale Ave
Glendale, AZ 85307",Glendale,2.5,33.5372442,-112.3572198,[]
,,sMqHQEFxgJiAixHdTiEqTA,"['Pizza', 'Restaurants']",Mr D's Pizza Palace,,4,NC,"104 Rankin Ave
Mount Holly, NC 28120",Mount Holly,3.5,35.2895507,-81.019369,[]
,FALSE,SmRmvbs3eg5gZ-r_h9CzIA,['Restaurants'],Sonic,1,14,AZ,"647 E McKellips Rd
Mesa, AZ 85203",Mesa,2,33.4514757,-111.8167229,[]
FALSE,,SmSmLcBz2FdhAm6ztGuwEQ,"['Bars', 'American (Traditional)', 'Karaoke', 'Nightlife', 'Sports Bars', 'Restaurants']",Road House Grill,1,4,AZ,"7000 E Main St
Mesa, AZ 85207",Mesa,3,33.416189,-111.679893,[]
FALSE,TRUE,SmThJ_okG7QQzOz_Wm0Ezg,"['Burgers', 'Restaurants']",Burger Shoppe,1,34,AZ,"3423 W Thomas Rd
Phoenix, AZ 85009",Phoenix,4,33.480085,-112.13332,[]
FALSE,TRUE,sMU8K-iUc9VewvH91Ep9_A,"['Breakfast & Brunch', 'Restaurants']",Biscuits,1,187,AZ,"1235 N Gilbert Rd
Gilbert, AZ 85234",Gilbert,4,33.3729907,-111.789482,[]
,,SmwecX3GqrktO_z6g0nwwQ,"['Pizza', 'Restaurants']",Restaurant d'Alma,,3,QC,"2128 rue Jean-Talon Est
Villeray-Saint-Michel-Parc-Extension
montreal, QC H2E 1V3",montreal,3.5,45.550526,-73.604418,['Villeray-Saint-Michel-Parc-Extension']
,FALSE,sMXA7m8JNxdMlJyu8r_uww,"['Cafes', 'Restaurants']",Cramond Falls Cafe,2,5,EDH,"10 School Brae
Cramond
Edinburgh EH4 6JN",Edinburgh,3.5,55.9751032,-3.3032431,[]
FALSE,FALSE,SmY_Xw31b2xyzsKbimQiHQ,"['Food', 'Convenience Stores', 'Hot Dogs', 'Restaurants']",Thirsty Dog 2 Go,1,39,AZ,"15 W 5th St
Tempe, AZ 85281",Tempe,4,33.42531854,-111.9404749,[]
FALSE,,SN_J9JVqbKxrRMJRKLwvzw,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']",Sean Patrick's,2,26,NV,"6788 N 5th St
North Las Vegas, NV 89084",North Las Vegas,3,36.2833716,-115.1330691,[]
,,SN1L-KXqso9NzjEaw2LKHg,"['Food', 'Coffee & Tea', 'Breakfast & Brunch', 'Restaurants']",Roseburn Cafe,1,4,EDH,"8 Roseburn Terrace
Haymarket
Edinburgh EH12 6AW",Edinburgh,3.5,55.9456599,-3.2343173,['Haymarket']
FALSE,,snAVeziqOvetlqrHPLJV9A,"['Burgers', 'Fast Food', 'Restaurants']",Sonic Drive-In,1,7,AZ,"9606 N 19th Ave
Phoenix, AZ 85021",Phoenix,3,33.5732358,-112.1001069,[]
FALSE,TRUE,sNBquLTaV3IbUWkzSUlTpw,"['Sushi Bars', 'Japanese', 'Restaurants']",Sakana,2,766,NV,"3949 S Maryland Pkwy
Eastside
Las Vegas, NV 89119",Las Vegas,4.5,36.11725666,-115.1385062,['Eastside']
FALSE,TRUE,SNCgQMF6fkh2q1Is92X8wg,"['Steakhouses', 'Restaurants']",Montana Meat Company,2,119,NV,"6371 Centennial Center Bl
Centennial
Las Vegas, NV 89149",Las Vegas,3.5,36.2739112,-115.2692364,['Centennial']
TRUE,,snEM2cSKyYtdfWdc7v1M6A,"['Japanese', 'Restaurants']",Sumi Dojo,2,15,QC,"3479 Boulevard Saint-Laurent
Plateau-Mont-Royal
montreal, QC H2X 2T6",montreal,3,45.5131729,-73.5706393,['Plateau-Mont-Royal']
FALSE,FALSE,snHl38pR9OyllL6hMuufOA,"['Cheesesteaks', 'Restaurants']",Steak Escape,1,16,AZ,"3111 W Chandler Blvd
Ste FF208
Chandler, AZ 85226",Chandler,3.5,33.3016651,-111.8980181,[]
,,snhodk-BjOK9oPfI7x1vEw,"['Food', 'Hot Dogs', 'Food Trucks', 'Restaurants']",Fernandez Hot-Dogs,1,6,NV,"1959 E Charleston Blvd
Downtown
Las Vegas, NV 89104",Las Vegas,5,36.15897897,-115.1222431,['Downtown']
FALSE,FALSE,sNmQJQWEVGheCnw5Tf4Phg,"['Soup', 'Sandwiches', 'Salad', 'Restaurants']",Panera Bread,1,18,PA,"1900 Greentree Rd
Pittsburgh, PA 15220",Pittsburgh,3.5,40.395932,-80.067397,[]
,,S-nnLzt_tPqHke7M6NtxZw,"['Pizza', 'Restaurants']",Papa John's Pizza,,4,AZ,"1275 E Florence Boulevard
Suite 2
Casa Grande, AZ 85222",Casa Grande,4,32.8790451,-111.7325891,[]
FALSE,FALSE,SnNTLmS1Z6YRBDRTOPGJiQ,"['Burgers', 'Restaurants']",Burger King,1,3,AZ,"1567 N Cooper Rd
Gilbert, AZ 85233",Gilbert,3.5,33.37846756,-111.8065186,[]
FALSE,FALSE,SNqqdZNsC1w8mL15SHJEWw,"['Pizza', 'Restaurants']",Little Caesar's Pizza,1,9,NC,"10223 University City Blvd
University City
Charlotte, NC 28213",Charlotte,3,35.3123766,-80.7135491,['University City']
FALSE,FALSE,snQYiS0VCWLbW6fmSNcF-g,"['Burgers', 'Fast Food', 'Restaurants']",McDonald's,1,6,AZ,"625 E Baseline Rd
Tempe, AZ 85283",Tempe,2.5,33.3777862,-111.9314069,[]
FALSE,,Snu39WyiChz0NwFWRMyUvQ,"['Burgers', 'Fast Food', 'Restaurants']",McDonald's,1,9,AZ,"2447 E Bell Road
Phoenix, AZ 85032",Phoenix,1.5,33.640074,-112.0289332,[]
FALSE,FALSE,SnuvS68ytaLmsYfR7_SPZg,"['Pizza', 'Restaurants']",Mama DePalmas Pizza & Bistro,1,60,NV,"639 N Stephanie St
Henderson, NV 89014",Henderson,4,36.065769,-115.046343,[]
FALSE,TRUE,SnUxHYQK7pP72IlO-T9Skg,"['American (Traditional)', 'Fast Food', 'Restaurants']",Sonic Drive-In,1,157,NV,"4260 W Flamingo Rd
Las Vegas, NV 89103",Las Vegas,3.5,36.116176,-115.19734,[]
FALSE,TRUE,sNuyncpQdcvfEpfZS-3Yew,"['Chinese', 'Restaurants']",Tott's Asian Diner,1,322,AZ,"4030 W Ray Rd
Ste 1
Chandler, AZ 85226",Chandler,4,33.3211976,-111.9117114,[]
TRUE,TRUE,Snvt71a7KDWYxeltag2zLA,"['Fast Food', 'Mexican', 'Restaurants']",Roberto's Taco Shop,1,89,NV,"10430 Bermuda Rd
Ste 1
Southeast
Las Vegas, NV 89123",Las Vegas,3,36.000382,-115.1543777,['Southeast']
FALSE,TRUE,snWpJGBxuw5HpyPRlGk-Lg,"['Sandwiches', 'Restaurants']",Capriotti's Sandwich Shop,1,69,NV,"11350 Southern Highlands Pkwy
Southwest
Las Vegas, NV 89141",Las Vegas,2.5,35.9836695,-115.1901617,['Southwest']
FALSE,TRUE,snzYnnsfSYe5bN0SgbF1bA,"['Fast Food', 'Restaurants']",PFK,2,5,QC,"5272 Rue Sherbrooke Ouest
Notre-Dame-de-Grâce
montreal, QC H4A 1V5",montreal,4,45.4742595,-73.608316,[u'Notre-Dame-de-Gr\xe2ce']
FALSE,FALSE,so0cUMK8I8d88F7uhBqaFA,"['Soul Food', 'Restaurants']",Frederick's Soul Food,1,4,PA,"633 Smithfield St
Downtown
Pittsburgh, PA 15222",Pittsburgh,2.5,40.442413,-79.997313,['Downtown']
TRUE,FALSE,soB1P6T5tY0B3sJQI1XaUQ,"['Pubs', 'Bars', 'American (New)', 'Nightlife', 'Restaurants']",Chambers on First,2,36,AZ,"705 N 1st St
Phoenix, AZ 85004",Phoenix,4,33.4558709,-112.0722832,[]
FALSE,FALSE,sOcZcXcNm8LmdoOYqEDqpg,"['Food', 'Coffee & Tea', 'American (Traditional)', 'Restaurants']",L'Entre-Pots,2,17,QC,"1995 Masson Rue
Plateau-Mont-Royal
montreal, QC H2H 1A2",montreal,4.5,45.538894,-73.5823941,['Plateau-Mont-Royal']
FALSE,TRUE,Sodko0hlMg7F5doNJGKcWQ,"['Steakhouses', 'Seafood', 'American (Traditional)', 'Restaurants']",Claim Jumper,2,139,AZ,"3063 W Agua Fria Fwy
Phoenix, AZ 85027",Phoenix,3,33.667839,-112.125528,[]
FALSE,,soeuIa-LKG5hOyfQTtqM0A,"['Latin American', 'Salvadoran', 'Restaurants']",Resto Los Planes,1,15,QC,"531 Belanger Rue
Rosemont-La Petite-Patrie
montreal, QC H2S 1G5",montreal,4,45.5383623,-73.6110024,['Rosemont-La Petite-Patrie']
FALSE,TRUE,sofr9HsaBLDmZmpAYknm-w,"['Mexican', 'Restaurants']",Tony's Mexican Food 2,2,62,NV,"3053 W Craig Rd
Ste A
North Las Vegas, NV 89032",North Las Vegas,4,36.2389876,-115.1823503,[]
FALSE,TRUE,soH8ekCER45AjfMaM6cJ2A,"['Mexican', 'Restaurants']",Los Favoritos Taco Shop,1,69,AZ,"4850 S Gilbert Rd
Ste 8
Chandler, AZ 85249",Chandler,3.5,33.236419,-111.7900099,[]
FALSE,TRUE,SOHCmm0eY3FH2zYw1-Xtkg,"['Thai', 'Restaurants']",Thai Basil Signature,2,88,AZ,"4550 E Cactus Rd G28
Phoenix, AZ 85032",Phoenix,4,33.60153781,-111.9827648,[]
FALSE,TRUE,soiGohHtWOltGeomkSxzEw,"['Mexican', 'Restaurants']",Tee Pee Mexican Food,2,315,AZ,"4144 E Indian School Rd
Phoenix, AZ 85018",Phoenix,3,33.4952406,-111.991589,[]
FALSE,FALSE,SoLrPugLRmqK-thUhHbkfQ,"['Burgers', 'Bars', 'Hot Dogs', 'Nightlife', 'Restaurants']",Queen City Beer and Chili,1,35,NC,"135 Brevard Ct
Uptown
Charlotte, NC 28202",Charlotte,4,35.2256661,-80.8468307,['Uptown']
FALSE,TRUE,s-OomSmBbKJnAkPvCuXFgA,"['Chinese', 'Restaurants']",New York Chinese Restaurant,1,93,NV,"3545 S Fort Apache Rd
Spring Valley
Las Vegas, NV 89147",Las Vegas,3.5,36.1251172,-115.2979765,['Spring Valley']
,,sOPUOTw4l_VML5EQmML3DA,"['Halal', 'Restaurants']",ZamZam Food World,1,8,AZ,"30 W Galveston St
Chandler, AZ 85225",Chandler,2.5,33.3137575,-111.842722,[]
FALSE,TRUE,sopWjB3MxMH78YBga0SnrQ,"['American (Traditional)', 'Restaurants']",Monona Garden Family Restaurant,1,29,WI,"6501 Bridge Rd
Monona, WI 53713",Monona,4,43.0466095,-89.3402121,[]
FALSE,TRUE,sOsRiemCb1f_FdwjOVHl9w,"['Hookah Bars', 'Bars', 'Ethiopian', 'Nightlife', 'Restaurants']",Queen Sheba Bar & Restaurant,2,46,NC,"4808 Central Ave
Eastland
Charlotte, NC 28205",Charlotte,3.5,35.211276,-80.762534,['Eastland']
FALSE,FALSE,SoWDqbVvIgRMYFkCBUDVDg,"['Restaurants', 'Italian']",Casa Cacciatore,2,17,QC,"170 Rue Jean-Talon E
Rosemont-La Petite-Patrie
montreal, QC H2R 1S7",montreal,4.5,45.5358622,-73.6163891,['Rosemont-La Petite-Patrie']
,,SowgydREjQIZrF9wlGAWMA,"['Fast Food', 'Sandwiches', 'Restaurants']",Subway,,3,AZ,"7014 E Camelback Rd
Scottsdale, AZ 85251",Scottsdale,2.5,33.5023225,-111.9287986,[]
FALSE,FALSE,sOx9bKP4dxqv78b44XPrZA,"['Breakfast & Brunch', 'Italian', 'Restaurants']",Le Grange Urbaine,2,7,QC,"1866 Boulevard Des Laurentides
Laval, QC H7M 2P8",Laval,4,45.60176865,-73.72733574,[]
FALSE,TRUE,SoyigEmlt4JYwnOqR_cqUw,"['Steakhouses', 'Restaurants']",The Ribeye,2,53,IL,"1701 S Neil St
Champaign, IL 61820",Champaign,3.5,40.096106,-88.2454553,[]
FALSE,FALSE,SOYk9W4BOEUT7tKwT7p1UA,"['Sandwiches', 'Restaurants']",Newk's Express Cafe,2,84,NC,"101 N Tryon St
Fourth Ward
Charlotte, NC 28202",Charlotte,3.5,35.2277864,-80.8428303,['Fourth Ward']
,FALSE,soZrJwIF8yhLRs3t12c6Dg,"['Bars', 'Cocktail Bars', 'Nightlife', 'Canadian (New)', 'Restaurants']",Huis Clos,2,13,QC,"7659 Street Denis
Villeray-Saint-Michel-Parc-Extension
montreal, QC H2R 2E5",montreal,4,45.5406373,-73.6223708,['Villeray-Saint-Michel-Parc-Extension']
,,S-oZVYg0g6ycRCJJYkiNtg,"['Pizza', 'Restaurants']",Bellamonte Pizza,,8,PA,"410 S Main St
West End
Pittsburgh, PA 15220",Pittsburgh,3.5,40.441704,-80.033422,['West End']
FALSE,FALSE,sP26yf4-2TfteYYQuvMbJQ,"['Cafes', 'Sandwiches', 'Restaurants']",S&D Cafe,1,6,PA,"1425 Forbes Ave
The Hill District
Pittsburgh, PA 15219",Pittsburgh,5,40.4377735,-79.9853827,['The Hill District']
,FALSE,Sp3X1FWJiSmk-ofEoMFktA,"['Bars', 'Nightlife', 'French', 'Restaurants']",Streets On Carson,1,36,PA,"1120 E Carson st
South Side
Pittsburgh, PA 15203",Pittsburgh,4.5,40.42860609,-79.98663213,['South Side']
FALSE,,sP87lLbNzsRMICzwYUwFQg,"['Pizza', 'Restaurants']",California Pizza Kitchen,2,27,NC,"5501 Josh Birmingham Pkwy
Charlotte, NC 28208",Charlotte,2.5,35.219378,-80.945041,[]
FALSE,TRUE,SPBZxmt8_nT30rNVnKHYKA,"['Sushi Bars', 'Japanese', 'Restaurants']",Akaihana Sushi & Grill,2,236,AZ,"8041 N Black Canyon Hwy
Ste 112
Phoenix, AZ 85021",Phoenix,4,33.5544667,-112.110969,[]
FALSE,FALSE,SPDZwe31_-A9rsiwq5WAUQ,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']",Domino's Pizza,2,8,SC,"1714 Gold Hill Rd
Fort Mill, SC 29708",Fort Mill,3.5,35.0615429,-80.9927613,[]
FALSE,TRUE,spGiAj6ZDwjjBL1q6DXQZg,"['Bakeries', 'Food', 'Cafes', 'Restaurants']",Paradise Bakery and Cafe,2,73,AZ,"San Tan Vlg
Gilbert, AZ 85296",Gilbert,3,33.307434,-111.742122,[]
FALSE,FALSE,spgzzx5RbKhBvAlZLAxo_A,"['Fast Food', 'Cafes', 'American (New)', 'Restaurants']",Espression Cafe,1,53,NV,"321 Casino Center Blvd
Ste 120
Downtown
Las Vegas, NV 89101",Las Vegas,4,36.16723323,-115.1461412,['Downtown']
FALSE,FALSE,sphMxGkYY5OR7uleFxk_WQ,"['Food', 'Coffee & Tea', 'Latin American', 'Breakfast & Brunch', 'Restaurants']",Makers & Finders Coffee,2,361,NV,"1120 S Main St
Ste 110
Downtown
Las Vegas, NV 89104",Las Vegas,4.5,36.157897,-115.153959,['Downtown']
FALSE,TRUE,spiYqne1kXzYQxDTZfKt2g,"['Barbeque', 'Restaurants']",Fat Jacks Barbecue,2,37,WI,"6207 Monona Dr
Monona, WI 53716",Monona,3,43.050444,-89.325618,[]
FALSE,FALSE,Spj7IbIAk4XLspZquBENuA,"['Food', 'Desserts', 'Coffee & Tea', 'Sandwiches', 'Restaurants']",Café Des Alizés,1,8,QC,"3776 Ontario E
Mercier-Hochelaga-Maisonneuve
montreal, QC H1W",montreal,4,45.54708751,-73.54355872,['Mercier-Hochelaga-Maisonneuve']
FALSE,,Spl2WRRNsWHTStBwv5QQIQ,"['Vietnamese', 'Noodles', 'Restaurants']",Asian One Noodle Soup & Grill,1,7,NV,"3768 S Maryland Parkway
Ste 106
Eastside
Las Vegas, NV 89119",Las Vegas,3,36.12109581,-115.135612,['Eastside']
FALSE,TRUE,SPqPt-K6qzTutj_vWOgKGA,"['Chicken Wings', 'Chinese', 'Restaurants']",Marcia's Long Wong's,1,14,AZ,"5 W Baseline Rd
Phoenix, AZ 85041",Phoenix,3.5,33.37694455,-112.0736782,[]
FALSE,,sPQvlHSBUn5ksKXmnKcepg,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']",Taco Bell,1,22,AZ,"912 E Apache Blvd
Tempe, AZ 85281",Tempe,3,33.415094,-111.925817,[]
,,SpSbQKUI_zvzV-tTyYoOLA,"['Food', 'Ice Cream & Frozen Yogurt', 'Mexican', 'Shaved Ice', 'Restaurants']",La Pina Loca,,3,AZ,"4535 W Indian School Rd
Phoenix, AZ 85031",Phoenix,5,33.4946932,-112.1575637,[]
FALSE,TRUE,SPsunwGprmSE8v1Khqbutg,"['Fast Food', 'Mexican', 'Restaurants']",Robertos Taco Shop,1,49,NV,"2240 W Horizon Ridge Pkwy
Ste 140
Anthem
Henderson, NV 89012",Henderson,3.5,36.005925,-115.084534,['Anthem']
FALSE,,sPvUuYAF2a1LnYaw8iCm9A,"['Fast Food', 'Restaurants']",Bojangles' Famous Chicken 'n Biscuits,2,3,NC,"6450 W Wilkinson Blvd
Belmont, NC 28012",Belmont,4.5,35.2522548,-81.0432267,[]
,FALSE,SQ0j7bgSTazkVQlF5AnqyQ,"['Chinese', 'Restaurants']",Don Don Chinese Restaurant,1,10,PA,"214 E Main St
Carnegie
Carnegie, PA 15106",Carnegie,2.5,40.4083473,-80.0849615,['Carnegie']
FALSE,FALSE,SQ2yRmUEev5rWQBjFWVssQ,"['Mexican', 'Restaurants']",3 Amigos,2,47,QC,"1621 St-Denis Rue
Ville-Marie
montreal, QC H2X 3K3",montreal,2.5,45.5150157,-73.5630075,['Ville-Marie']
FALSE,FALSE,SQ7MWe4iDbvhuVcBpCar9A,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",Pizza Hut,2,4,AZ,"4810 E Ray Rd
Ste 1
Phoenix, AZ 85044",Phoenix,2.5,33.3211875,-111.9795022,[]
,FALSE,Sqa1aCNjuAdDau2OpKwAFg,"['Food', 'Specialty Food', 'Delis', 'Sandwiches', 'Restaurants']",Boucherie Charcuterie Chez Vito,2,8,QC,"5180 Rue Saint-Urbain
Plateau-Mont-Royal
montreal, QC H2T 2W7",montreal,4.5,45.5224633,-73.5955892,['Plateau-Mont-Royal']
FALSE,,Sqa8Dpwr8K-G9gnQwID38w,"['Fast Food', 'Sandwiches', 'Restaurants']",Subway,1,6,AZ,"3611 E Baseline Rd
Gilbert, AZ 85234",Gilbert,2.5,33.37777835,-111.7534865,[]
FALSE,,SQASst3NU4tA-t4cmWLILA,"['Fast Food', 'Sandwiches', 'Restaurants']",Subway,1,9,IL,"616 E Green St
Champaign, IL 61820",Champaign,2.5,40.1105931,-88.2296109,[]
FALSE,TRUE,SqbXhueVJl4F4rbc2193wg,"['Arabian', 'Restaurants']",Pershia,2,15,BW,"Kornweg 33
76185 Karlsruhe",Karlsruhe,4,49.0046,8.34122,[]
FALSE,FALSE,SQHO1U7XsmuEAKX1j7yIMA,"['Mexican', 'Restaurants']",Mexi-Casa,2,63,PA,"3001 W Liberty Ave
Dormont
Pittsburgh, PA 15216",Pittsburgh,3,40.392908,-80.0368113,['Dormont']
FALSE,,Sqj-vPsoay73ixQvK0oDVA,"['Food', 'Breakfast & Brunch', 'Cafes', 'Coffee & Tea', 'Restaurants']",Cafe Bistro Mon Plaisir,2,18,QC,"540 Boulevard Saint-Laurent
Ville-Marie
montreal, QC H2Y 2Y9",montreal,4.5,45.50641528,-73.55607838,['Ville-Marie']
FALSE,TRUE,Sqks43T-hvkHhBfbe5xgjg,"['Indian', 'Restaurants']",All India,2,93,PA,"315 N Craig St
Oakland
Pittsburgh, PA 15213",Pittsburgh,4,40.4521894,-79.9525714,['Oakland']
FALSE,TRUE,SqpICnZPgxUraMDNqu-YwA,"['Seafood', 'Steakhouses', 'Cajun/Creole', 'Restaurants']",Rhythm Kitchen,2,425,NV,"6435 S Decatur Blvd
Spring Valley
Las Vegas, NV 89118",Las Vegas,3.5,36.073079,-115.20848,['Spring Valley']
FALSE,FALSE,sqQcu8602iYD1YzQvLLjRA,"['Vegetarian', 'Tex-Mex', 'Restaurants']",The Tipsy Burro Saloon & Cantina,2,16,NC,"2711 Monroe Rd
Elizabeth
Charlotte, NC 28205",Charlotte,4.5,35.20461288,-80.80857939,['Elizabeth']
FALSE,TRUE,Sqr_te9U9Y6RpnmBx0iYNg,"['Sushi Bars', 'Restaurants']",Sakana Sushi & Grill,2,154,AZ,"1853 S Power Rd
Mesa, AZ 85206",Mesa,4,33.38100747,-111.6866506,[]
FALSE,FALSE,SQSO2p8mng8yzbPttVgWDQ,"['Vegetarian', 'Gluten-Free', 'Vegan', 'Restaurants']",Lola Rosa,2,82,QC,"4581 Avenue Du Parc
Plateau-Mont-Royal
montreal, QC H1M 2E1",montreal,4.5,45.51747776,-73.59088104,['Plateau-Mont-Royal']
FALSE,FALSE,sQWSHCIH_HUT4HUXaxDaBA,"['Food', 'Sandwiches', 'Bagels', 'Breakfast & Brunch', 'Restaurants']",Bruegger's Bagels,1,23,PA,"806 S Aiken Ave
Shadyside
Pittsburgh, PA 15232",Pittsburgh,3,40.4507424,-79.9357149,['Shadyside']
FALSE,TRUE,sr8aZbdA6XMS5QorEQfc1g,"['Bars', 'Venues & Event Spaces', 'Cocktail Bars', 'Nightlife', 'Event Planning & Services', 'Restaurants', 'Pizza']",Spirit Lodge,1,37,PA,"242 51st St
Lawrenceville
Pittsburgh, PA 15201",Pittsburgh,4,40.4783194,-79.9556841,['Lawrenceville']
,,Src_MVEcsNPe8vDp4lHkXg,"['Cantonese', 'Dim Sum', 'Chinese', 'Restaurants']",The Golden Dragon,3,5,EDH,"21 Castle Street
New Town
Edinburgh EH2 3DN",Edinburgh,2.5,55.9518922,-3.2028351,['New Town']
FALSE,TRUE,SrCIxeeypEDd26W5og3bEw,"['Mexican', 'Restaurants']",Rio Mirage Cafe,2,169,AZ,"13863 W Bell Rd
Surprise, AZ 85374",Surprise,3.5,33.63742678,-112.3588394,[]
FALSE,FALSE,SrcJ9L3jOR36xP13-RXXcQ,"['Pakistani', 'Indian', 'Restaurants']",Golden Ambal,2,3,EDH,"1 Albert Place
Leith
Edinburgh EH7 5HN",Edinburgh,3.5,55.9626076,-3.1789331,['Leith']
FALSE,FALSE,Srd-ogu23mX5uUvAyI2n2w,"['Sushi Bars', 'Japanese', 'Restaurants']",Yuukai Fusion Japonaise,2,34,QC,"5658, Avenue Du Parc
Plateau-Mont-Royal
montreal, QC H2V 4H1",montreal,4,45.5228744,-73.6040245,['Plateau-Mont-Royal']
FALSE,TRUE,sreJxo2DIsWlYBQ0-l-k8A,"['Barbeque', 'Hawaiian', 'Restaurants']",L&L Hawaiian Barbecue,1,75,NV,"7320 S Rainbow Blvd
Ste 104
Southwest
Las Vegas, NV 89139",Las Vegas,3,36.0553574,-115.2414974,['Southwest']
,,sriGkDnL9vUUjXZQDFyvsQ,"['Chinese', 'Restaurants']",Yangda,2,3,BW,"Passagehof 28
76133 Karlsruhe",Karlsruhe,4,49.0107021,8.3961268,[]
FALSE,FALSE,SRj_dgdfa8l8yprClGIhrg,"['Fast Food', 'Restaurants']",Hung Lam,1,7,EDH,"96 South Clerk Street
Newington
Edinburgh EH8 9PT",Edinburgh,4,55.9393475,-3.1798838,['Newington']
FALSE,FALSE,SRkFgiyXb7NlCox9WxltvQ,"['Pizza', 'Restaurants']",Bella Pizza,2,3,AZ,"1375 N Litchfield Rd
Goodyear, AZ 85395",Goodyear,2.5,33.46149826,-112.3579941,[]
FALSE,TRUE,SRLLsz_mt68k-YNeEcy4FA,"['Hawaiian', 'Restaurants']",Island Flavor ,2,100,NV,"8846 S Eastern Ave
Ste 102
Southeast
Las Vegas, NV 89123",Las Vegas,4.5,36.0284419,-115.1178336,['Southeast']
FALSE,FALSE,SrmJR2HWr9PFIZN3Ocg-EQ,"['Portuguese', 'Restaurants']",Restaurant Douro,3,9,QC,"6518 Boulevard St-Laurent
Rosemont-La Petite-Patrie
montreal, QC H2S 3C6",montreal,4.5,45.5307947,-73.6098348,['Rosemont-La Petite-Patrie']
FALSE,FALSE,srpJ5boG_0634LjLur2GqQ,"['Bars', 'Breakfast & Brunch', 'Cocktail Bars', 'Nightlife', 'Italian', 'Restaurants']",Nico Heirloom Kitchen,2,82,AZ,"366 N Gilbert Rd
Gilbert, AZ 85234",Gilbert,4.5,33.3565388,-111.7899965,[]
FALSE,FALSE,SR-rvqMK70EilKn5_RH54Q,"['Bars', 'American (Traditional)', 'Mexican', 'Nightlife', 'Restaurants']",Fuego Bar and Grill,1,30,AZ,"9118 W Van Buren St
Tolleson, AZ 85353",Tolleson,3.5,33.450645,-112.256017,[]
FALSE,FALSE,srRXKY6r58L7oJ9T4ZNyFA,"['French', 'Restaurants']",A l'Os,3,6,QC,"5207 boulevard Saint-Laurent
Plateau-Mont-Royal
montreal, QC H2T 1S4",montreal,4,45.5241759,-73.5947639,['Plateau-Mont-Royal']
FALSE,FALSE,srTXrlGh3EVB7kAwY5b8og,"['Burgers', 'Restaurants']",Smashburger,2,34,AZ,"3121 W Peoria Ave
Ste 108
Phoenix, AZ 85029",Phoenix,4,33.5814492,-112.1263247,[]
FALSE,TRUE,SrW86qZWfPe5za2e_30dWA,"['Grocery', 'Mexican', 'Food', 'Specialty Food', 'Meat Shops', 'Restaurants']",Los Compadres Meat Market,1,19,NV,"3655 S Decatur Blvd
Ste 17
Chinatown
Las Vegas, NV 89103",Las Vegas,4,36.12296145,-115.2085036,['Chinatown']
FALSE,FALSE,srwalcP-syowcxUNbSkA_g,"['Pizza', 'Restaurants']",Pendeli's Pizza,2,22,QC,"5599 Chemin de La Côte Saint Luc
Notre-Dame-de-Grâce
montreal, QC H3X 2C9",montreal,4,45.4785637,-73.6289603,[u'Notre-Dame-de-Gr\xe2ce']
FALSE,FALSE,SS073W0tN3nvG36Qy6n0qg,"['Breakfast & Brunch', 'American (New)', 'Buffets', 'Restaurants']",Old Country Buffet,2,30,AZ,"6625 E Southern Ave
Mesa, AZ 85206",Mesa,3,33.3936675,-111.6886985,[]
