Business_id,Name,City,Price Range,Review Count,Stars,Cuisine
x-YyGmE9tIXAUdg_4Py5KA,Pizza Hut,Phoenix,2,16,1.5,Italian
XyYSroXLSCtQIK0taL9-fw,New York Steam Packet,Edinburgh,2,15,4,American (Traditional)
XyzeDWbgdZykjflVSK0KPQ,Freddy's Frozen Custard & Steakburger,Glendale,1,30,3.5,Burgers
XzaJf6WzpU7RsXTXzx72Xg,Cafe Sam,Pittsburgh,2,57,4,American (New)
xzb-QswUTcunPfPc56G-Jg,Frite Alors,montreal,0,5,3,Anonymous
xzBR6vH_zx1HamX1cFFu-g,McDonald's,Nellis Afb,1,4,2,Burgers
xzDChAWXaN8952A3xA6Z0Q,Los Portales Bakery,North Las Vegas,1,15,4.5,Mexican
XzdJdCEZyopW1RjFfxcK8A,Westside Bistro,North Las Vegas,1,18,4.5,American (New)
XZdJq--2uFQZGddTbPyhbQ,Masala Palace,montreal,2,7,3,Indian
xZEFQlr6rqXxy1Nsmq15wQ,Burrito Express,Chandler,1,61,3.5,Mexican
xzEhmFvpuS_MlmMNTh2egg,Bund Shanghai,Las Vegas,2,113,3.5,Chinese
xzFrx0MTSb0UV4qrYjUtrQ,La Hacienda Restaurant,Las Vegas,1,4,4,Mexican
XZ-FSFJWchQTfZ5gQFncuw,La Boîte Gourmande,montreal,2,19,3.5,Breakfast & Brunch
xzfusvrvYUgeOeFO3yIFSA,Hon Machi Sushi,Chandler,2,109,3.5,Seafood
XZGrqjZT8VHVtFEE0rRD3g,Papa Murphy's Take 'N' Bake Pizza,Glendale,1,11,4,Pizza
XZHlTIIuFkkv_zJzShV34g,En Fuego,Scottsdale,2,14,4,American (New)
XZHy1Ba36Y1Y1LRHguZjwQ,Maui Rose Hawaiian BBQ,Las Vegas,1,121,4,Hawaiian
XziiAJUc8cgj3McljtnYVw,Johnny Rockets,Las Vegas,2,47,3,Burgers
xzIzfziGAjLqiSTN_60Rwg,Angara Indian Spice Grill,Las Vegas,2,99,4.5,Indian
XZK4N683_sPkQ2MYyafD3Q,Kaleidoscope Café,Pittsburgh,2,135,4,American (New)
xzNNNPUmFhzuLDcMYowdvg,Liquid Pool Lounge,Las Vegas,2,140,3,Cafes
xZNZqczahipDzSomb48Twg,Cafe 157,Matthews,2,50,3.5,American (Traditional)
xZoyDn7ekD4ue_liS_nqMA,Stan Fulton Bistro,Las Vegas,2,4,4.5,American (New)
XZQz1fMNaUm2AZ_Q6qXoMw,Buona Sera,montreal-Nord,2,5,2,Pizza
xZtwhzBL7SIgx3mcfz9WUw,The Basak,montreal,2,24,3.5,Korean
xZwaUcrFMSY1O9dK2dAUpA,China Wok,Madison,1,30,3,Chinese
XZWUW6-vxePuIEwRPgSl2w,Rolbertos Restaurante,Mesa,1,6,5,Mexican
Y_5uCm9VCPnGMnIKJyvGWg,The Kitchin,Edinburgh,4,47,4.5,British
y_75-ugIKXcO30npmDD_Rw,Pho Bistro,Las Vegas,1,63,4,Vietnamese
Y_dzA9OHRKa0X1cqcRmsaw,McDonald's,Phoenix,1,15,3,Burgers
Y_hWal1CfHfSaMEfXcIumQ,Subway,Sun Prairie,1,4,3.5,Fast Food
y_jsnI8NUThDecWmgL_soA,Smokin' Joe's,Pittsburgh,1,69,4,American (Traditional)
y_L32uJc_sPupdjhb2YO-g,Sushi Bar Sage,Las Vegas,2,103,3.5,Sushi Bars
y_lvJvG2hj8UNCKu6AuF1w,Montana's BBQ & Bar,Waterloo,2,6,3,Steakhouses
Y_NC3MrVIiTbmcK-MDrKiQ,Ondine,Edinburgh,3,46,4.5,Seafood
y_NFoYZYY74SPnSoec0Aiw,Stephano's Greek & Mediterranean Grill,Las Vegas,2,65,4,Greek
Y_OeiGhTm6ZEfZ1UQgM_wA,Musashi Japanese Restaurant,Charlotte,2,119,4,Japanese
y_qmQDXa5ve9zdOd46P7Zw,Pizza Da Roberto,Karlsruhe,2,3,1,Pizza
y_tiOBglwo64dN_J6h6rtQ,Dairy Queen,Gilbert,1,33,3.5,Burgers
y_VmQBDl2psGRP2LTjjXvA,Turkish Kebab House,Pittsburgh,2,55,4,Anonymous
Y_Y91oeUrIwYa18F8ey5NQ,Culver's,Mesa,1,125,4,Burgers
y00oZaBgHET4IY0VfOw4SA,Taco Bell,Mesa,1,9,3,Fast Food
Y04chCG7J-yJ6ucEZ26IGA,Great Dragon Restaurant,Phoenix,1,14,2,Chinese
Y05m0sfJ59IlVXxgE_9sTg,Las Taquizas,Las Vegas,1,6,4.5,Mexican
Y0fAXUR21mPDECZ9_q5rag,Burger King,Mesa,0,4,2.5,Burgers
y0iMuODAc9ZnRv_1wlNTUw,Le Cagibi,montreal,1,56,4,Vegetarian
y0nP7sQUufEDMV0lARp8Iw,Haru Hana,montreal,1,28,4.5,Korean
y0plWo8YVTM31ohd6MkRmw,The Wine Loft,Charlotte,2,91,3.5,Anonymous
y0pmoFzlKOhozDmJPQYNcA,Symposium Café Restaurant & Lounge - Waterloo,Waterloo,2,47,3,Breakfast & Brunch
Y0uQx3LvIbsOFIZWxzafww,Five Star Tavern,Las Vegas,2,12,4,American (Traditional)
Y0v2Qj7Wq0jDI4rJMsdJsQ,KFC,Mesa,2,15,2,Fast Food
Y16hUpN1-bEY5rckwdEG8w,Pot Tea Social House,Las Vegas,2,211,4,Seafood
Y1dePwQ8KOK9YOBKeaWbcQ,Fuel Pizza Cafe,Charlotte,1,32,2.5,Pizza
Y1-q6dRxUWin1Mg1hor3Kg,Pizza Nikkos,Dollard-Des-Ormeaux,2,12,3.5,Pizza
Y1V-Td1FS-j3HNRXWbX6ZQ,Popeyes,Chandler,1,33,2,Fast Food
Y1wRkGfv3o_5icgVoXd9_g,FrinGo's Kitchen,Chandler,1,72,4.5,Anonymous
Y20ujp5YGJP5P4aWt456Cw,La Poblanita Mexican Restaurant,Charlotte,1,78,4,Mexican
y2aSun6l7fzZljOCFT6k0A,Wild Wing,Kitchener,2,11,2.5,Chicken Wings
Y2BqTtUw9SEbW8_d-26rvw,DeStefanos,Las Vegas,2,3,1.5,Italian
Y2BXS2OOrlMSYfS5xdjtmw,Patisserie Manon,Las Vegas,1,520,4,French
Y2ClurK-CH47qiaxwyu4WQ,Gaststätte Die Kippe,Karlsruhe,1,43,3.5,Anonymous
y2FMWeHfbxQADvcdV2ja2w,Tupelo Honey Cafe,Charlotte,2,709,4,Breakfast & Brunch
Y2hOlX70Y0iTjX_aZeYsew,Le Red Tiger,montreal,2,44,4,Vietnamese
y2lNrjv4lg5gvpYhtUmfpg,Village Inn,Mesa,1,27,3,American (Traditional)
Y2nuyOKrr8Kg9omMghnHWA,Carl's Jr 7081,Phoenix,1,13,2,Anonymous
Y2p07YEC8xOsYTHWf0UxiA,Tasty Chinese Restaurant,Pittsburgh,1,26,3,Chinese
y2pwQRP83R9v1MeNi8HP1w,Domino's Pizza,Charlotte,2,18,2.5,Pizza
y2wWQI1gx8Zu5pP_WZSR-A,McDonald's,Phoenix,1,13,2.5,Burgers
Y32yABqSYX7ISjH3zSxYNQ,The Little Village Restaurant,McAdenville,1,5,4,Burgers
y38C1Xdo78QW-EwN8ys9YA,Amato,Laval,3,5,5,Italian
Y3a3RkR97J_ReiKgiMXeJg,Pointe In Tyme,Phoenix,2,68,3,Breakfast & Brunch
y3Ag93KlHY9kNxVBaj7MxA,Woodland Restaurant,Verdun,2,17,4,Pizza
Y3E5QDlKmjHD2zOSPASFIA,Maietta Restaurant,Pittsburgh,1,6,4.5,Anonymous
Y3jVDgLRULH52M4_fXQOug,McDonald's,Henderson,1,33,2,Burgers
Y3MCSDGVNH3DJoy_avEkaw,Starbucks,Phoenix,1,7,3.5,Coffee & Tea
Y3nETidvklwdqNeGRzdGNw,Samurai Sam's,Phoenix,1,11,2.5,Japanese
y3Wkggu97xy3WAb4M4jYjg,Rubio's Fresh Mexican Grill,Scottsdale,1,55,4,Mexican
Y45MLDfWN8dzPchqSG_A1w,Wok et Soupe,montreal,2,10,3.5,Chinese
y4bkwSDssQTlFOYZS76K7A,Pacific Seafood Buffet,Glendale,2,181,3,Seafood
Y4FevbnWeynsms0Vu1fzeg,Cantinho de Lisboa,montreal,2,23,4.5,Cafes
y4gugUPFULlGwC3DoWhKqQ,Swiss Chalet Rotisserie & Grill,Kitchener,2,3,3.5,American (Traditional)
Y4lHYb28Uj2W4E9moKcfCw,Tokyo Sushi House,Las Vegas,2,212,3,Sushi Bars
y4oY9fiyTgkcewPGP3OGXQ,Pizza Hut,Las Vegas,1,14,2.5,Pizza
y4Sf4gRZ_oYBLmwjtr1TUg,El Cafetal,Indian Trail,2,32,4.5,Coffee & Tea
y57fGaa2bsZo9Tb3-oFTpQ,Empire Asian Bistro,Mesa,2,87,3,Chinese
y5BUbjBZGvf4tAk_TCSXzA,Pad Thai Restaurant,Las Vegas,1,58,3.5,Thai
Y5C0R1qxUAeIYr1uxOaS5A,Lazy Dog Restaurant & Bar,Las Vegas,2,546,4,American (New)
Y5clwKIHw8qTpy3pCH1BHQ,Golden Egg Roll,Tempe,1,77,3.5,Chinese
Y5KYnewS-fsmgbXpS67wbA,Lamm,Durmersheim,1,3,3,Anonymous
y5L1AEfncjbh1BX2hKRBzA,T&J Gyro and Burger,Phoenix,1,3,5,Greek
Y5PjdFinTUF_YTnLGV0QDw,Chahat Vidéo & Variété,montreal,1,3,4.5,Anonymous
Y5TiDGQC5Yt5gkNd6rvr4g,Toasties,Pierrefonds,1,6,5,Anonymous
y5UEcSTXKzmW7nj8eWlALw,Cafe Daylight Factory,montreal,3,6,4,Cafes
y5y_Xiu3yzp4yot9WLtYsA,Betillos Mexican Food,Chandler,1,18,4,Mexican
y6_OhDhrfP_iIGu5jYL9LA,Lindbergh Clothing & Lindbergh Cafe,Las Vegas,2,16,4,Cafes
Y606ZDAYwBug3CUwgHZQZA,Capriotti's Sandwich Shop,Las Vegas,1,329,4,Anonymous
y61Tq9hErVKoT6w-qyRpwQ,Golden Dragon Chinese Cuisine,Las Vegas,1,77,3,Chinese
y64emAT5wGuCiqJgRbCXIg,Asi Es My Tierra,Mesa,1,53,4,Mexican
y6NFyThUU2wtTNa0rX7VrA,DW Bistro,Las Vegas,2,904,4.5,American (New)
y6rmlY8awdADX07WZWvUaA,Zio's Pizza & Wings,Mesa,1,89,3.5,Chicken Wings
y6-RZAlmtssiqo0OM7lCUw,Wendy's,Phoenix,1,15,3.5,Burgers
y6sNNP97UCSl_p2o5Wm40A,Paymon's Mediterranean Cafe & Lounge,Las Vegas,2,452,4,Greek
y6TUD-Mb2Jqzwx5Dv8nfPw,Restaurant My Canh,montreal,1,30,4.5,Vietnamese
Y6UjLYBPSy-u0KPNQ-80qw,Luo Restaurant,montreal,0,9,4,Vietnamese
y6uO4ydAwBHUujfiSktxZg,Arriba Mexican Grill,Glendale,2,156,3,Mexican
Y6vZpT6FB7uQftDGf9jaDA,Ginger China Bistro,Glendale,2,63,3.5,Chinese
y6Ye8WWkPIIDSMP9WVwx7Q,Ephesus Mediterranean Kitchen,Pittsburgh,2,24,3.5,Pizza
y75baZnoI51J8WS7NK9FHQ,Floridino's Pizza & Pasta,Chandler,1,296,4,Pizza
Y7aesBLKUPTrQsuzcce-DQ,Waffle House,Apache Junction,1,25,3,Breakfast & Brunch
y7GRFf2jsQxUwu1pw5kkXQ,Edo Japanese Restaurant,Madison,2,74,3,Japanese
y-7MgH1zwW3vagfSLlmZUw,Virtù,Scottsdale,3,233,4.5,American (New)
y7mody_dVe_2K8-wnnPtUw,Hawaiian Barbeque,North Las Vegas,1,98,3.5,Hawaiian
Y7TtI1lfThKlqZAhtQEvYw,Subway,Mesa,1,7,2,Fast Food
Y7utXTGESvkNExT6nr2MWw,Chicago,Kitchener,2,9,2,Chicken Wings
Y7uV0B860k14puWuYWuLow,McCormick & Schmick's Seafood & Steaks,Charlotte,2,86,3.5,Steakhouses
Y7UZz1U8FhWKuoPp-_z5Dg,Whataburger,Scottsdale,1,34,3,Burgers
y7wNScWKb4SHMgBuDmmjqQ,Thazard,montreal,2,28,3.5,Japanese
Y8_LA0_aIZNPCntUflzMCg,Kid Cashew,Charlotte,2,132,4,Mediterranean
Y89j1JLipcMGb1xNfijUPw,International Eatery,Las Vegas,1,23,3,Italian
y8a480EiwWikqlR1inkGxg,Sushi Time,Tempe,2,103,4,Sushi Bars
y8cp1qzfJ0h0VfWOxn8Vjw,Papa Murphy's,North Las Vegas,1,7,3.5,Pizza
y8iefIzc0HHpB0zN76A46Q,New Town Deli,Edinburgh,0,6,4,Anonymous
y8LLDfHfqBjjawjfHfAzTg,Blaze Fast-Fire'd Pizza,Henderson,1,275,4.5,Pizza
Y8mPD9YZwMRBZZAFqOTorw,Stinky's Bar & Grill,Pittsburgh,2,28,4,American (Traditional)
y8nPIHOkYzS9NIDZjWTTSA,Sunflour Baking Company,Charlotte,1,39,4,Cafes
Y8QPeYwiOCedLYQrdds7HA,Resto-Bar La Belle Province,Verdun,0,4,4,French
y8rPxSf0m9Qc2A-wwiPkJw,Little Caesars Pizza,Madison,1,7,2.5,Pizza
y8v6cch2WQykHhtm6BKqnA,Delicia,Laval,3,5,4,Barbeque
y8VQQO_WkYNjSLcq6hyjPA,Buddy V's Ristorante,Las Vegas,2,761,4,American (Traditional)
y93QKoRHJmaBL-x_OkNuyg,Draft House Bar & Restaurant,Verona,2,35,3.5,American (Traditional)
Y-9dJvw-J2d9QKfuL7mKgA,Over Easy,Phoenix,2,558,3.5,Breakfast & Brunch
Y9e3DMJexlctd9pAudL-5A,Papa John's Pizza,Las Vegas,2,34,2,Pizza
y9hLY6sdKhxz1puWrp5f2Q,KFC,Phoenix,2,5,1,Fast Food
Y9Qv3BYtJeoHjBcWa25u1w,Mesa 14,montreal,2,50,3.5,Mexican
Y9V4EebKsaBmvKPlxXVheA,Subway,Phoenix,1,5,1.5,Fast Food
y9z_y8VD7xr7lf8qR-uFCg,Tony's Cafe,Avondale,1,35,4.5,Mexican
y9ZoxHCca25TnBPAWvpqUw,The Balerno Fry,Balerno,0,3,2,British
Ya0oNqP8mzPU5HwMdgf5zQ,Le Mont,Pittsburgh,3,114,3.5,American (Traditional)
yA9gOueRPoQ4-Y8Xdu8k3Q,Which Wich,Glendale,1,107,3.5,Anonymous
YaB2hKgWUaqAWnCA6YWD7g,El Pollo Loco,Phoenix,1,18,2.5,Fast Food
yAC6PHPOOqlEvrzyVjItkw,Winner's Fast Food,Pittsburgh,1,4,3,American (Traditional)
YacTpiq0ZptFcXD7I-kdGA,Delmonico Steakhouse,Las Vegas,4,1279,4,Steakhouses
yaE8ua9Ii5ZLQnjig9xwQA,Amigo's Mexican Cantina,Henderson,2,60,3,Mexican
YAKjcrBjkF3Q3BQSggtwOA,Lotus Garden,Apache Junction,1,84,4.5,Chinese
yaKR6C1ER0ox79j8r5ZaOQ,Lupita's Mexican Restaurant,El Mirage,1,22,3.5,Mexican
yaSUQERuoc4hUonx4kaS4w,Pizza Palermo,Pittsburgh,1,37,3.5,Pizza
YaTVcicMEGa3F8v5clzL1w,Holy Guacamole Fresh Mex,Waterloo,1,3,3,Mexican
yAvKBD9f54Mncwqd_DRDIg,La Cage,Karlsruhe,2,18,3,American (Traditional)
Yb2pNCxYR32XKmpirqJqeQ,Mi Pueblo Mexican Food,Phoenix,1,103,4,Mexican
Yb3_NGmF1PED-f_RWw_G_g,McDonald's,Phoenix,2,5,1,Burgers
yB4v40mOqn5fg3-mkaNkzw,EVIT's Bistro 13,Mesa,1,5,5,American (Traditional)
yBbqiCdOdiSz3QOaZu6cGg,Subway,Phoenix,1,9,2.5,Fast Food
yBD4U6uAtTIT6Ggh3gy0og,Buffalo Wild Wings,Fitchburg,2,33,2.5,American (Traditional)
ybDCYlkelIAh5GXaliL7Qg,Thai Taste at University,Charlotte,2,72,4,Thai
Y-bDtbLUp-szo_WxL883-A,Rubio's Fresh Mexican Grill,Gilbert,1,53,4,Mexican
yBeyJVZkHGIQt68T9yNXEQ,Le goût du Vietnam,montreal,2,4,3.5,Vietnamese
YBFK526tkKzd7AandD4-2g,McDonald's,Mesa,1,3,2.5,Burgers
YBftkbXRwi-CB6zlAAk5DA,Bomas Bar & Grill,Las Vegas,2,48,3.5,American (Traditional)
yBIg6XlCwu0HJeYb5peH2Q,Fresh Cool Drinks,Madison,1,10,5,Thai
YBIM76tvxivszpDX51dkOA,Saiyems Take Away,Edinburgh,1,4,4.5,Fast Food
yBinHEn7sYSJ1k-mh8mD2Q,Crudessence,montreal,2,88,4,Anonymous
yBJgkT7950epzcHduXo6iA,Fatburger,Las Vegas,1,9,2.5,Burgers
Ybk1ZEve8ZukH3lcfO2i0Q,Café les Oubliettes,montreal,2,8,4,Breakfast & Brunch
ybkWtM1ZnT2ewuquj3A9KQ,Benvenuto's Italian Grill,Madison,2,36,3,Italian
YbL6pbLmW_mohngendXsQA,Boulevard Deli,Pittsburgh,1,6,4.5,Anonymous
yBpHUFwzmWtBlFEFQ0-3jA,Caffe Siena,Charlotte,2,66,3.5,Breakfast & Brunch
YbPY1108HiiE3hbLoci9-w,Akita,montreal,0,5,5,Sushi Bars
yBqx5h48gfBx0qO_tGWVkA,Salumi Vino,montreal,2,12,5,Italian
YbtNwRIMi_m4gJmlSC_L8Q,Piatti,Rosemère,2,6,4,Italian
YBVQik4ySvAlvxobuFcXDA,Streets of New York,Phoenix,2,33,2.5,Italian
ybZ3HZa_ESwRP6ouQAQ1YA,Tortas El Manantial,Phoenix,1,12,4,Mexican
YbzUYOY_ZIYTWGNw8sbgHw,Ten Penny,Pittsburgh,2,247,3,American (Traditional)
yc14-XmFrm7Z-Z-Bzrx0kg,Teriyaki Madness,Henderson,1,45,3.5,Asian Fusion
Yc3mooSkwdb2eEc7eFuZFQ,Tandori,montreal,1,5,3,Fast Food
Yc3YFHUWnDfLF424uOvOTw,El Pollo Loco,Las Vegas,1,7,3,Fast Food
yc5AH9H71xJidA_J2mChLA,Rosie McCaffrey's Irish Pub & Restaurant,Phoenix,2,268,3.5,Anonymous
yC6OzkWd3bzHfcMZm7WpWQ,The Vig Fillmore,Phoenix,2,352,4,American (New)
YC7bEglaeLSCqvLqhZHHng,Port of Subs,Las Vegas,1,11,2.5,Anonymous
Yc7bG_GFcu9psqjukJ0RpA,Towne Tavern,Fort Mill,2,63,3.5,American (New)
yC7jKvxl6eDrVtk3fjPahA,Barro's Pizza,Chandler,2,36,4,Pizza
yCaSjO3AHkirEyQ074cp4Q,Jersey Mike's Subs,Phoenix,1,28,3.5,Fast Food
YCazLkf0jluH2fP2GET0xw,Subway,Mint Hill,1,5,3,Fast Food
YcDmBScHtp9-hrJkpzpfHA,Le Tandoor,Brossard,2,10,3.5,Indian
YCKOz3ja7i3nbavwdf6lWQ,Greenbush Bar,Madison,2,137,4,Pizza
ycnc3TWf1cfk2oQGIbiWbg,Pho Asie Resto,montreal,1,6,4.5,Vietnamese
yCQ2KC8OETCyQDCRw7mXrg,Golden China,Phoenix,1,33,3.5,Chinese
YCSCDbvvpnlIpVJ9_ECHcg,Playgrounds Fun Zone & Cafe,Glendale,1,109,4.5,Cafes
YcWNdxo46w4Dg4j3csdk6Q,La Maison de Mademoiselle Dumpling,montreal,2,4,4,Chinese
yCyLqBX3aujcR0SeIuxSWw,Chipotle Mexican Grill,Pittsburgh,1,37,3.5,Fast Food
ycYrsFV0wxeh0vkaKxe9gA,Domino's Pizza,Tempe,1,13,3,Pizza
YD0oiqWZyAi-lMw3TQ2TqA,Tortas Paquime,Phoenix,1,21,4.5,Mexican
yD1dRYi7USzhYVKiqZ7JVg,Sushi Mon,Las Vegas,2,821,4,Sushi Bars
yd3qnmoPyJxx10lO-9yWFw,Alder & Birch Cocktails/Dining,Las Vegas,3,43,4.5,American (Traditional)
Yd4nWyfQWVqn_IjBcYqveg,Little Caesars Pizza,Phoenix,1,10,3,Pizza
ydCaA0ol-YX1zd0IDKoT8g,Cast Iron Waffles,Charlotte,1,23,3,Coffee & Tea
yDG1pryyHScHpSas70D7lQ,Angela's,Charlotte,2,44,3.5,Italian
YD-gzAUp61TCp7KDZOMXcA,Tailgaters,Carnegie,0,3,2,American (Traditional)
ydhwOetB6DMqPfNJ1gePpA,World Famous Tuscany Pizza,Las Vegas,2,9,2,Pizza
yDIP7hyLsN5hfpaicjHDSw,Social Bite,Edinburgh,1,16,4.5,Coffee & Tea
YDk4WsZJYNbkfBQYJS5zGw,American Deli,Montgomery,0,4,5,Fast Food
YdN00GJNgC5uY8tlwbzr0Q,The Caribou Tavern,Madison,1,54,4,Burgers
ydnc0p_oPL80BBKJNZGw_Q,Ramiros Mexican Food,Phoenix,1,12,3,Mexican
YDOCUDowvLzQtDdg7w3esw,La Salsita,Mesa,1,6,3,Fast Food
YDYBt5Qy61MMxIlpE424GA,Cristina's Restaurant,Avondale,1,29,4,Anonymous
ye9yRRLNn43VqMo4Rhstkg,A Piece Of Havana,Charlotte,2,175,3.5,Anonymous
YEbtpJvUrdzwpMneGIuRGw,Grötzinger Pizza- und Kebab Haus,Karlsruhe,2,4,4.5,Pizza
yedGp-iaruaBykL7TswBtg,Denny's,Scottsdale,1,53,2.5,Breakfast & Brunch
yEE4tvMCBTka5ZYUCto16Q,Mundo Trattoria,Kirkland,3,7,4.5,Italian
YeiH-kbGrwmIJlauSP_-dA,The Cheesecake Factory,Pittsburgh,2,165,3.5,American (Traditional)
YeikVsEAY-YRfWTpUCzqrw,Bluerapa Thai,Edinburgh,2,11,4.5,Thai
yEIlP6vKdE0F3ZQW7n4PvA,The Hills' Pizza & Desserts,Fountain Hills,2,16,4.5,Italian
yeKb69ODd91AM2hwxI6R9w,Sprio,Edinburgh,1,4,4.5,Coffee & Tea
YEnwP8ChTJXUKJ8ZnbFQMw,Earl of Sandwich,Tempe,1,80,4,Anonymous
YEPPEPlCQDTS1at1jcZjwQ,MAD Greens - Mesa,Mesa,2,41,4,Anonymous
YEQw95tqnkrSLVSI9A7rOQ,Grill Tasquaria,montreal,2,6,2.5,Anonymous
yETTrhHwen7omfjI2U4kfQ,Bad Owl Coffee,Henderson,1,307,4,Cafes
Yetz4GH7-hlQTOuLJhUTPw,Irma's Mexican Food,Tolleson,1,11,2.5,Mexican
yeuMWkSpaEYEV5beeMeqng,Le Bol d'or / Golden Bowl,Brossard,1,10,3,Chinese
yEvkmoIBNHfYI6IcjLcx7g,Big Al s Chicago Deli,Las Vegas,2,6,2.5,Hot Dogs
yeYEmZ1-MEzQ_bi8Vpz_jw,Bar Masa,Las Vegas,4,23,3.5,Japanese
Yf_mKctDPfMQkig-DavQJw,Wendy's,Phoenix,1,14,3,Burgers
YF3EjAHiqfqc_p4p9LXs0w,Ye's Sushi,Kitchener,2,19,3.5,Sushi Bars
yF47bohD6GalW2R_JotZUg,Lumiere French Kitchen,Charlotte,3,72,4.5,French
YF6Z8PhNWN0ZR33hfvZRjg,NYPD Pizza,Chandler,2,172,4,Italian
yf7aCFnfw5IVnlSP50IwmQ,Bravo Cucina Italiana,Henderson,2,180,4.5,Italian
YF7SYuFzjlowh5Q63-Xd3A,KFC,Coolidge,1,5,2,Fast Food
yF7xdmP2I4q62UJ1E9ZhbA,L'academie,Brossard,2,7,2.5,Italian
YfCDufZBBxcWsn2ElGboEQ,Del Taco,Las Vegas,1,8,3,Mexican
yFClmMX7EXuu_tutSIzPIA,Sweet Desert Euro-Café,Tempe,1,52,5,Coffee & Tea
YfCXnK2Ls_FjUclz6wyeHA,Olam Interieur,montreal,0,3,3.5,Anonymous
YFD1657XVi2PNZ9WFUJ08A,Street Dogs,Las Vegas,1,25,4.5,Anonymous
YFeRe7vaih2CkPFz-PeQzw,Pho Cao,Scottsdale,2,101,3.5,Vietnamese
YfFYOi7y1eXQpoT0FhAWKg,Checkers,Las Vegas,1,5,3,Burgers
yfHJe8yhZLKH-pkbU7ErOg,Bistro Lustucru,montreal,3,20,3.5,French
yFKx9HSYtcTuaCs4jaqgKw,Doubleday's,Cottage Grove,0,4,4.5,Pizza
yfpixV5IGLY6uezjNiM7Ng,The Pita Factory,Waterloo,1,20,4,Anonymous
YfQVHk4TyQnL22KPaxirNQ,Palazzo Restaurant At Tuscany Hotel & Casino,Las Vegas,2,3,4.5,Italian
YFTE4tt_B4LcpAxtfxgboQ,Frais Cafe & Sandwiches,montreal,0,4,4.5,Cafes
yfuoL_w76WFVHcGJbw0IIg,Nick's Place,Pittsburgh,2,11,3.5,Pizza
YfY9hBMvbWo30Ks-ayDxnw,Capriotti's Sandwich Shop,North Las Vegas,1,32,4,Vegetarian
yfzr4CJpDnbMYq91ADc9dQ,PT's,Las Vegas,2,29,3,American (New)
Yg__fykqkqsGaPnX5x9bBQ,Chicken Noodle House,Mesa,1,8,2.5,Vietnamese
yG1sEzucDCMDv3g3pvUZwQ,Taco Bell,Tolleson,1,6,2.5,Fast Food
YG41q565jH3Z145YqD7QgA,Ziegler's New York Pizza Dept,Glendale,1,6,4.5,Pizza
Yg72nmS4epd8gyaXKn2o4A,Mi Pueblo Mexican Grill,Charlotte,2,85,3.5,Mexican
Yg8MUhgNMKlad3Pm_4Oxow,Panda Express,Las Vegas,1,14,3,Chinese
yg9pahHMCOLLp_Zd0WnZ6w,Babelon Cafe,Edinburgh,1,12,3,Breakfast & Brunch
yGaCgrXWqfKTBFA1a4lzOA,Panda Express,Higley,2,8,2.5,Fast Food
YgcfTMFWAjtbB9mNZYS1cQ,Barro's Pizza,Tempe,1,27,3,Pizza
YG-HA2sUgpGqHNHvSsaQMg,Subway,Las Vegas,1,11,2,Fast Food
Yg-igagyaX-89nyLKS7RYA,The Cafe Citron,Edinburgh,3,4,4,Coffee & Tea
YgjHwhvovScFP1h-EelDuA,Tony Big's Pizza N Pasta,Las Vegas,2,48,3.5,Pizza
yGmdo1ENajB98iryHGoWFw,Monkey Pants Bar & Grill,Tempe,1,140,3.5,Burgers
YgNhunvo65zAO1FqS3WdWw,Village Pub and Poker,Las Vegas,2,56,4,Burgers
YGozXJnLSK4D8mDtbq2qyw,Q2U BBQ Pit and Catering,Lake Wylie,2,28,3,Barbeque
yGqZ0ah285kHSIjTdwjfQw,Subway,North Las Vegas,1,3,3.5,Fast Food
YgRCJtt7pGvwlb9Ktumeeg,Red Lobster,Scottsdale,2,84,3,Seafood
yGSb-pCkv0J0c7GwyWmENQ,Panda Express,Las Vegas,1,5,2,Fast Food
YgUhOHwvrE4C3Ki7bqmMJQ,Regions Bistro and Bar,Scottsdale,3,10,2.5,American (New)
ygUVRMYzYpW_FEj969WrSw,Dilallo Burger,montreal,1,4,3,Burgers
ygv9wDM6NMbx18wHaq5nJg,Nestle Toll House Cafe by Chip,Glendale,2,15,3,Coffee & Tea
ygZ1n-RjzZibC80NLgHauw,Manzellas Italian Restaurant,Champaign,2,25,3.5,Italian
yh01KxH3_IVI3zn3MV3N2A,Birria Estilo Michoacan,Phoenix,1,6,4,Mexican
YH88lTBjKx8ro6uXub_1EQ,Little Caesars,Chandler,1,4,3,Pizza
Yhbh_xG7YIO9iKNXMqO8Lw,Asian Garden Express,Glendale,1,18,4,Chinese
y-hCSgYyhW1qRkZVVg2QYA,Michael Neave Kitchen and Whisky Bar,Edinburgh,3,13,4.5,British
YhDgjI3JK1FS7Xe8sE3WNA,Zuhus Flamin Peri Chicken,Edinburgh,2,3,4.5,Anonymous
YHGpemLe7cbnPSubG-cRRg,Burger King,Phoenix,1,19,1.5,Burgers
yhR_thWkjsa5V4bMhFTN_g,Thai Room,Las Vegas,2,119,4,Thai
YhrQLy4tvXfWwjSgYprB0w,Arahova Souvlaki,Lasalle,0,8,2.5,Greek
yhsihP0FqK84X-hbOm8bVw,Baja Fresh,Las Vegas,1,41,3,Mexican
yHu4EhYfF58kgS8gDUcb-w,Marco's Pizza,Henderson,1,38,3.5,Pizza
